codigo;digito;nombre_establecimiento;codigo_region;nombre_region;codigo_comuna;nombre_comuna;dependencia1;dependencia2;grupo;cod_rural_rbd;prom_lect2m_rbd;prom_mate2m_rbd;cod_est;docente_aula;horas_aula;docente_utp;horas_utp;docente_inspector;horas_inspector;docente_orientacion;horas_orientacion;docentes_total;horas_total;promedio_asistencia;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_TOTAL;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN;PAGO_MATRICULA;PAGO_MENSUAL;LATITUD;LONGITUD;PORC_VIV;PERSONAS;VP;VIV_CASAS;VIV_DEPTO;VIV_MEDIAGUA;AREAS_VERDES;ESTAB_DEPORTIVOS;ESTAB_CARABINEROS;CANTIDAD_PARADEROS;TOTAL_ESTAB_SALUD;VIV_CONVENTILLO;UNIVERSIDADES;TOTAL_EST_EDUC;SECTOR_RM;AREA_VERDE_PERSONA;ESTAB_SALUD_PERSONA;DEPORTE_PERSONA;PERSONAS_VP;Min_Dist_Metro;Mean_Dist_Metro;HH_D_A;HH_D_UTP;HH_D_IG;HH_D_OR;HH_D_TOT;PROM_MATE;cluster
9239;8;COLEGIO FRANCISCO DE MIRANDA;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;288;309;9239-8;37;1343;1;39;0;0;0;0;42;1540;99,10220492;329;233;562;27;0;86;0;0;MAS DE $100.000;MAS DE $100.000;-33,467133;-70,57145;100;3660;1277;981;189;8;5066,661261;4;0;11;1;86;0;2;Otra;1,384333678;0,000273224;0,001092896;2,866092404;402,7476624;8825,125936;36,2972973;39;;;36,66666667;309;Grupo 1
9244;4;FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;269;266;9244-4;52;1850;0;0;0;0;0;0;57;2049;100;325;274;599;4;0;19;0;0;MAS DE $100.000;MAS DE $100.000;-33,486497;-70,56005;100;9344;2483;2184;275;16;26249,00886;8;0;9;0;4;0;2;Otra;2,809183311;0;0,000856164;3,76318969;1793,665871;9909,74497;35,57692308;;;;35,94736842;266;Grupo 2
9246;0;COLEGIO SAN AGUSTIN;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;282;310;9246-0;94;3930;0;0;1;44;1;44;122;5137;96,63668115;742;664;1406;20;0;80;0;0;MAS DE $100.000;MAS DE $100.000;-33,459222;-70,57815;100;9485;4401;952;3443;0;4410,758889;2;0;11;3;1;0;3;Zona Oriente;0,465024659;0,000316289;0,000210859;2,155192002;551,2659862;8399,892871;41,80851064;;44;44;42,10655738;310;Grupo 1
9249;5;COLEGIO SAINT GASPAR COLLEGE;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;299;354;9249-5;74;2999;3;125;3;130;2;88;91;3738;98,83600728;441;396;837;2;0;13;0;0;MAS DE $100.000;MAS DE $100.000;-33,460305;-70,60515;100;7322;3498;392;3105;0;9574,899992;4;0;6;0;0;0;3;Zona Oriente;1,307689155;0;0,000546299;2,093196112;203,6085248;7117,957728;40,52702703;41,66666667;43,33333333;44;41,07692308;338,875;Grupo 1
9250;9;COLEGIO CALASANZ;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;291;331;9250-9;73;2556;1;44;3;125;1;41;81;2898;94,95586286;786;746;1532;18;0;41;0;0;MAS DE $100.000;MAS DE $100.000;-33,449484;-70,58497;100;9040;4176;1028;3141;0;3224,303933;9;0;15;1;1;0;9;Zona Oriente;0,356670789;0,000110619;0,000995575;2,164750958;677,6904654;8106,111707;35,01369863;44;41,66666667;41;35,77777778;331;Grupo 1
9259;2;COLEGIO MANQUECURA ÑUÑOA;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;282;323;9259-2;73;2762;0;0;0;0;0;0;79;3026;94,72762781;761;781;1542;41;0;142;0;0;$50.001 A $100.000;MAS DE $100.000;-33,45306889;-70,57552913;100;6086;2937;910;2013;0;16120,67818;4;1;14;0;8;0;3;Zona Oriente;2,648813372;0;0,000657246;2,072182499;478,158709;8586,863946;37,83561644;;;;38,30379747;323;Grupo 1
9263;0;COLEGIO SANTA GEMA GALGANI;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;249;266;9263-0;11;298;0;0;0;0;0;0;13;386;90,07692308;40;31;71;3;0;7;0;0;MAS DE $100.000;MAS DE $100.000;-33,449398;-70,59979;100;12842;6054;806;5240;1;3351,371963;4;0;23;2;2;0;5;Zona Oriente;0,260969628;0,000155739;0,000311478;2,121242154;655,0099286;7406,576281;27,09090909;;;;29,69230769;266;Grupo 2
9267;3;LICEO EXPERIMENTAL MANUEL DE SALAS;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;269;278;9267-3;130;4274;0;0;0;0;3;108;150;5016;94,18216845;763;763;1526;38;0;161;0;0;MAS DE $100.000;MAS DE $100.000;-33,454197;-70,5917;100;5304;2819;403;2398;0;11730,05032;4;0;11;1;13;0;6;Zona Oriente;2,211547948;0,000188537;0,000754148;1,881518269;524,9951105;7713,268635;32,87692308;;;36;33,44;278;Grupo 1
9271;1;COLEGIO THE KENT SCHOOL;13;METROPOLITANA DE SANTIAGO;13123;PROVIDENCIA;4;3;5;1;301;361;9271-1;60;2346;0;0;1;44;1;43;64;2521;97,32218466;380;444;824;5;0;5;0;0;MAS DE $100.000;MAS DE $100.000;-33,442515;-70,60645;100;17066;8593;685;7876;0;9129,380101;4;0;17;2;18;0;6;Zona Oriente;0,534945512;0,000117192;0,000234384;1,986035145;418,9300742;7277,560948;39,1;;44;43;39,390625;338,875;Grupo 1
9276;2;COLEGIO UNIVERSITARIO EL SALVADOR;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;275;308;9276-2;43;1141;0;0;1;44;2;69;52;1487;100;398;389;787;15;0;40;0;0;MAS DE $100.000;MAS DE $100.000;-33,448369;-70,62163;100;8176;3854;665;3167;0;7471,467212;2;0;14;0;16;0;3;Zona Oriente;0,91382916;0;0,000244618;2,121432278;822,0036571;6710,406173;26,53488372;;44;34,5;28,59615385;308;Grupo 1
9277;0;COLEGIO SAN MARCOS;13;METROPOLITANA DE SANTIAGO;13118;MACUL;4;3;5;1;274;302;9277-0;55;1929;1;35;1;40;1;40;66;2370;95,63502326;489;420;909;52;0;104;0;0;MAS DE $100.000;MAS DE $100.000;-33,473709;-70,5977;100;3684;946;888;0;28;11460,4747;3;0;3;3;21;0;2;Zona Oriente;3,110878041;0,000814332;0,000814332;3,894291755;1484,574564;7553,023575;35,07272727;35;40;40;35,90909091;302;Grupo 1
9278;9;COLEGIO INSTITUTO SANTA MARIA;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;287;302;9278-9;40;1245;0;0;0;0;0;0;54;1837;93,617213;308;343;651;18;0;48;0;0;MAS DE $100.000;MAS DE $100.000;-33,457708;-70,59607;100;5304;2819;403;2398;0;11730,05032;4;0;11;1;13;0;6;Zona Oriente;2,211547948;0,000188537;0,000754148;1,881518269;332,4953256;7490,27123;31,125;;;;34,01851852;302;Grupo 1
9281;9;LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUNA MACKENN;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;212;212;9281-9;27;1081;1;44;1;44;1;44;33;1345;64,59669811;206;197;403;205;205;122;122;327;GRATUITO;GRATUITO;-33,52246123;-70,58181193;100;9903;2913;2572;216;40;37845,13185;8;0;7;1;69;0;5;Zona Sur;3,821582536;0,00010098;0,000807836;3,399588054;1225,422177;10173,09455;40,03703704;44;44;44;40,75757576;212;Grupo 2
9283;5;ESCUELA BELLAVISTA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;3;1;242;256;9283-5;87;3319;1;44;1;44;2;88;116;4416;87,80083334;873;684;1557;669;669;445;445;1114;GRATUITO;GRATUITO;-33,51942892;-70,6012045;100;10540;3749;1544;2165;16;32174,99902;6;0;51;7;13;0;8;Zona Sur;3,052656454;0,000664137;0,00056926;2,811416378;168,261066;9193,377667;38,14942529;44;44;44;38,06896552;256;Grupo 3
9285;1;ESCUELA MARCELA PAZ;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;217;216;9285-1;33;1167;1;44;1;44;1;44;42;1525;86,50692868;208;202;410;249;249;55;55;304;GRATUITO;GRATUITO;-33,53220132;-70,57737183;100;8046;2803;2350;409;10;3837,245611;12;1;41;0;10;0;18;Zona Sur;0,476913449;0;0,001491424;2,870495897;1311,82857;10995,02927;35,36363636;44;44;44;36,30952381;216;Grupo 2
9288;6;LICEO NUEVO AMANECER;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;1;1;218;203;9288-6;42;1448;0;0;1;44;2;88;50;1796;6,137534828;264;238;502;326;301;88;82;383;GRATUITO;GRATUITO;-33,51333148;-70,56713764;100;12827;3620;3168;374;40;39989,4972;9;1;24;0;25;0;6;Zona Sur;3,117603275;0;0,000701645;3,543370166;2136,605798;10474,22158;34,47619048;;44;44;35,92;203;Grupo 2
9292;4;COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;229;230;9292-4;56;1757;2;74;3;132;1;44;67;2213;68,58807305;373;265;638;263;254;167;164;418;GRATUITO;GRATUITO;-33,51824665;-70,59284992;100;16379;6159;2146;3997;1;73168,09448;11;0;34;3;3;0;10;Zona Sur;4,467189357;0,000183161;0,000671592;2,659360286;192,4025269;9423,078734;31,375;37;44;44;33,02985075;230;Grupo 2
9293;2;LICEO POLIVALENTE LOS ALMENDROS;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;1;1;242;231;9293-2;39;1255;0;0;2;88;1;44;48;1590;97,37804878;178;167;345;207;207;56;56;263;GRATUITO;GRATUITO;-33,54118257;-70,59842124;100;20990;6745;5589;1060;36;64558,52613;18;1;37;2;35;0;15;Zona Sur;3,07568014;9,53E-05;0,000857551;3,111934766;925,8656156;10793,83826;32,17948718;;44;44;33,125;231;Grupo 2
9294;0;LICEO ANDRES BELLO;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;238;233;9294-0;25;678;0;0;1;44;1;44;32;965;76,38632016;132;119;251;165;165;52;52;217;GRATUITO;GRATUITO;-33,56346981;-70,59278754;100;1325;400;310;79;5;2774,615132;2;1;1;0;4;0;1;Zona Sur;2,094049156;0;0,001509434;3,3125;790,8811354;12770,10683;27,12;;44;44;30,15625;233;Grupo 2
9298;3;LICEO INDIRA GANDHI;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;1;1;2;1;227;225;9298-3;50;1734;1;25;1;44;1;44;58;2063;84,58109959;385;354;739;369;326;166;150;476;GRATUITO;GRATUITO;-33,55309396;-70,58972826;100;13479;4422;3804;574;18;48117,22463;15;0;18;0;14;0;17;Zona Sur;3,569791871;0;0,001112842;3,04816825;396,8000655;11997,56931;34,68;25;44;44;35,56896552;225;Grupo 2
9312;2;CHILEAN EAGLES COLLEGE - LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;3;1;263;282;9312-2;62;2552;1;44;0;0;0;0;74;3068;85;794;872;1666;460;460;492;492;952;GRATUITO;GRATUITO;-33,52638804;-70,59514087;100;12322;4332;2932;1339;18;18783,63653;10;0;33;1;18;0;14;Zona Sur;1,524398355;8,12E-05;0,000811557;2,844413666;103,1928561;9836,193908;41,16129032;44;;;41,45945946;282;Grupo 3
9317;3;INSTITUTO LA SALLE;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;4;1;252;298;9317-3;36;1357;1;40;1;44;1;44;47;1759;97,38762436;1118;0;1118;107;0;211;0;0;GRATUITO;MAS DE $100.000;-33,54447334;-70,56921764;96,2396;22675;6907;6383;493;4;80152,52941;9;0;32;1;15;0;12;Zona Sur;3,534841429;4,41E-05;0,000396913;3,282901404;1796,580554;12232,48226;37,69444444;40;44;44;37,42553191;298;Grupo 1
9318;1;COLEGIO MAURICIO RUGENDAS;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;262;288;9318-1;20;564;0;0;0;0;0;0;24;716;89,71653432;176;186;362;160;160;121;121;281;GRATUITO;GRATUITO;-33,52719645;-70,59949569;100;4481;1460;1033;409;4;24667,95992;5;0;15;0;4;0;2;Zona Sur;5,505012255;0;0,001115822;3,069178082;321,8986892;9744,798684;28,2;;;;29,83333333;288;Grupo 1
9324;6;ESCUELA PARTICULAR MSR.DIEGO ROSALES;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;2;1;237;254;9324-6;25;976;0;0;1;44;1;44;35;1380;93,90251779;195;207;402;218;218;147;147;365;GRATUITO;GRATUITO;-33,55813851;-70,59572328;96,2445;6821;2408;1839;510;11;34308,35686;6;0;19;1;36;0;11;Zona Sur;5,02981335;0,000146606;0,000879636;2,832641196;1067,096928;12236,82555;39,04;;44;44;39,42857143;254;Grupo 2
9328;9;COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;2;1;238;236;9328-9;48;1728;0;0;1;44;1;35;55;2013;100;522;516;1038;562;503;285;247;750;GRATUITO;GRATUITO;-33,55891358;-70,57867515;100;27352;8723;7411;1251;19;68419,55946;18;0;47;3;16;0;7;Zona Sur;2,50144631;0,000109681;0,000658087;3,13561848;613,5343377;12876,05661;36;;44;35;36,6;236;Grupo 2
9332;7;COLEGIO SANTA PATRICIA DE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;1;1;233;209;9332-7;27;1015;0;0;0;0;0;0;31;1182;84,5;329;362;691;487;487;154;154;641;GRATUITO;GRATUITO;-33,56744088;-70,59624749;89,4382;2728;795;783;0;1;12682,77208;3;0;6;0;9;0;2;Zona Sur;4,649109999;0;0,001099707;3,431446541;1239,346641;13029,11829;37,59259259;;;;38,12903226;209;Grupo 2
9339;4;ESCUELA Y COLEGIO POLITECNICO LOS HEROES;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;1;1;225;213;9339-4;19;635;0;0;1;44;0;0;24;855;97,97248804;142;103;245;173;173;34;34;207;GRATUITO;GRATUITO;-33,51296404;-70,57632744;100;5159;1489;1068;331;27;10473,26044;12;0;16;2;29;0;7;Zona Sur;2,030095064;0,000387672;0,002326032;3,464741437;1312,0394;9932,452015;33,42105263;;44;;35,625;213;Grupo 2
9340;8;COLEGIO SANTA MARIA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;277;284;9340-8;86;3396;0;0;1;44;1;44;93;3704;94,36544307;1186;1308;2494;749;0;900;0;0;GRATUITO;$50.001 A $100.000;-33,54199025;-70,59236863;100;20990;6745;5589;1060;36;64558,52613;18;1;37;2;35;0;15;Zona Sur;3,07568014;9,53E-05;0,000857551;3,111934766;706,8009153;11048,19928;39,48837209;;44;44;39,82795699;284;Grupo 3
9347;5;CENTRO EDUCACIONAL LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;2;1;243;249;9347-5;65;2405;1;8;1;40;0;0;70;2563;84,41484553;641;729;1370;756;756;456;0;756;$1.000 A $10.000;$50.001 A $100.000;-33,55364784;-70,58945058;100;13479;4422;3804;574;18;48117,22463;15;0;18;0;14;0;17;Zona Sur;3,569791871;0;0,001112842;3,04816825;373,0014228;12050,90539;37;8;40;;36,61428571;249;Grupo 3
9356;4;COLEGIO PARTICULAR SAN FRANCISCO DE ASIS;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;248;267;9356-4;61;2199;5;216;1;44;2;72;79;2909;58,86662271;798;884;1682;550;550;623;623;1173;GRATUITO;GRATUITO;-33,55799069;-70,59232968;96,2445;6821;2408;1839;510;11;34308,35686;6;0;19;1;36;0;11;Zona Sur;5,02981335;0,000146606;0,000879636;2,832641196;780,3056115;12319,0304;36,04918033;43,2;44;36;36,82278481;267;Grupo 3
9362;9;COLEGIO PARTICULAR LA CONCEPCION;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;232;248;9362-9;42;1486;2;59;0;0;2;80;51;1806;94,36877077;443;525;968;325;0;389;0;0;GRATUITO;$25.001 A $50.000;-33,52673993;-70,58316775;100;11507;4307;2028;2253;5;24964,99111;8;0;23;0;14;0;12;Zona Sur;2,169548198;0;0,000695229;2,671697237;1213,87199;10369,58227;35,38095238;29,5;;40;35,41176471;248;Grupo 2
9369;6;ESCUELA PARTICULAR ROSARIO CONCHA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;252;256;9369-6;44;1640;2;86;1;44;0;0;55;2116;85,21594215;554;573;1127;504;504;435;435;939;GRATUITO;GRATUITO;-33,5186711;-70,58521968;100;16379;6159;2146;3997;1;73168,09448;11;0;34;3;3;0;10;Zona Sur;4,467189357;0,000183161;0,000671592;2,659360286;861,5160985;9788,005844;37,27272727;43;44;;38,47272727;256;Grupo 3
9373;4;BERNADETTE COLLEGE;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;244;265;9373-4;36;1375;3;126;1;44;1;44;49;1918;100;417;444;861;324;324;359;359;683;GRATUITO;GRATUITO;-33,55037718;-70,5939039;100;13479;4422;3804;574;18;48117,22463;15;0;18;0;14;0;17;Zona Sur;3,569791871;0;0,001112842;3,04816825;847,146888;11650,87147;38,19444444;42;44;44;39,14285714;265;Grupo 2
9375;0;CENTRO EDUCACIONAL LONDON;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;2;1;224;212;9375-0;43;1291;2;88;2;68;1;44;60;1904;87,79764808;353;308;661;439;439;139;139;578;GRATUITO;GRATUITO;-33,55822288;-70,59474021;96,2445;6821;2408;1839;510;11;34308,35686;6;0;19;1;36;0;11;Zona Sur;5,02981335;0,000146606;0,000879636;2,832641196;977,560389;12270,41784;30,02325581;44;34;44;31,73333333;212;Grupo 2
9377;7;COLEGIO POLIV. VICENTE VALDES;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;2;1;243;282;9377-7;28;1043;0;0;0;0;0;0;49;1455;85;410;218;628;308;308;227;227;535;GRATUITO;GRATUITO;-33,52291935;-70,59742898;100;4481;1460;1033;409;4;24667,95992;5;0;15;0;4;0;2;Zona Sur;5,505012255;0;0,001115822;3,069178082;383,2073819;9534,639309;37,25;;;;29,69387755;282;Grupo 2
9385;8;COLEGIO LE MONDE;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;255;262;9385-8;32;1078;1;44;1;44;0;0;38;1342;98,70483871;485;522;1007;442;442;350;0;442;GRATUITO;$25.001 A $50.000;-33,55032832;-70,58896548;100;13479;4422;3804;574;18;48117,22463;15;0;18;0;14;0;17;Zona Sur;3,569791871;0;0,001112842;3,04816825;461,4770665;11805,36386;33,6875;44;44;;35,31578947;262;Grupo 2
9396;3;COLEGIO SANTA CECILIA DE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;4;3;4;1;263;272;9396-3;24;616;0;0;0;0;1;32;29;802;94,04411765;147;168;315;26;0;56;0;0;MAS DE $100.000;MAS DE $100.000;-33,514006;-70,60971;100;4616;2197;470;1716;1;6671,206692;4;0;10;3;1;0;5;Zona Sur;1,445235418;0,000649913;0,000866551;2,101046882;379,4805284;8642,662583;25,66666667;;;32;27,65517241;272;Grupo 2
9405;6;LICEO BETSABE HORMAZABAL DE ALARCON;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;1;1;3;1;250;269;9405-6;34;1365;1;44;0;0;1;44;43;1741;85,01240695;244;256;500;177;177;153;153;330;GRATUITO;GRATUITO;-33,49040742;-70,65607108;100;3737;1732;292;1440;0;27464,77587;0;0;3;4;0;0;3;Zona Centro;7,349418215;0,001070377;0;2,157621247;514,3699494;7239,448277;40,14705882;44;;44;40,48837209;269;Grupo 2
9406;4;LICEO ANDRES BELLO;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;1;1;3;1;244;253;9406-4;39;1632;0;0;2;88;1;44;52;2204;90,3448659;613;0;613;230;230;247;247;477;GRATUITO;GRATUITO;-33,48664657;-70,65290957;100;3737;1732;292;1440;0;27464,77587;0;0;3;4;0;0;3;Zona Centro;7,349418215;0,001070377;0;2,157621247;292,9379821;7037,666413;41,84615385;;44;44;42,38461538;253;Grupo 2
9407;2;ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;5;2;2;1;212;219;9407-2;24;992;7;281;0;0;0;0;38;1581;87,54912564;399;341;740;401;0;253;0;0;GRATUITO;GRATUITO;-33,48936244;-70,65774866;100;2094;727;538;188;0;16455,22414;5;0;3;1;0;0;6;Zona Centro;7,858273227;0,000477555;0,002387775;2,880330124;637,7743318;7229,261651;41,33333333;40,14285714;;;41,60526316;219;Grupo 2
9408;0;LICEO BICENTENARIO POLITECNICO SAN JOAQUIN;13;METROPOLITANA DE SANTIAGO;13129;SAN JOAQUIN;5;2;2;1;221;224;9408-0;19;702;1;44;1;44;1;44;26;1006;89,43841708;288;75;363;190;0;68;0;0;GRATUITO;GRATUITO;-33,48364713;-70,64102081;91,3279;5048;1684;1398;267;7;3353,063577;4;0;6;0;8;0;5;Zona Centro;0,664236049;0;0,000792393;2,997624703;738,9491351;6853,672457;36,94736842;44;44;44;38,69230769;224;Grupo 2
9409;9;LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;5;2;2;1;241;247;9409-9;50;1671;3;104;1;44;0;0;60;2000;90,42477979;3;579;582;355;0;157;0;0;GRATUITO;GRATUITO;-33,49015584;-70,6506494;100;3737;1732;292;1440;0;27464,77587;0;0;3;4;0;0;3;Zona Centro;7,349418215;0,001070377;0;2,157621247;164,8453496;7145,844329;33,42;34,66666667;44;;33,33333333;247;Grupo 2
9410;2;ESCUELA  CONSOLIDADA DAVILA;13;METROPOLITANA DE SANTIAGO;13121;PEDRO AGUIRRE CERDA;2;1;2;1;243;227;9410-2;27;974;1;44;0;0;1;44;31;1150;84,97395833;251;143;394;196;196;54;54;250;GRATUITO;GRATUITO;-33,50665601;-70,66965572;100;2343;721;708;0;8;0;0;0;5;0;2;0;0;Otra;0;0;0;3,249653259;1261,322901;8364,142354;36,07407407;44;;44;37,09677419;227;Grupo 2
9411;0;CENTRO EDUCACIONAL HORACIO ARAVENA A.;13;METROPOLITANA DE SANTIAGO;13129;SAN JOAQUIN;6;4;2;1;227;220;9411-0;58;2090;1;44;3;132;0;0;72;2662;78,24188132;442;370;812;348;314;103;94;408;GRATUITO;GRATUITO;-33,50066196;-70,63454954;100;1671;522;519;0;2;4425,951797;2;0;5;0;0;0;1;Zona Centro;2,648684498;0;0,001196888;3,201149425;1738,45673;7592,431537;36,03448276;44;44;;36,97222222;220;Grupo 2
9419;6;LICEO MUNICIPAL ENRIQUE BACKAUSSE;13;METROPOLITANA DE SANTIAGO;13121;PEDRO AGUIRRE CERDA;2;1;1;1;211;217;9419-6;26;795;0;0;1;44;0;0;30;967;76,7886076;194;146;340;187;187;46;46;233;GRATUITO;GRATUITO;-33,48263186;-70,67448238;100;7188;2350;1456;865;7;23434,4719;6;1;17;0;6;0;4;Otra;3,260221467;0;0,000834725;3,058723404;732,7353007;7439,097809;30,57692308;;44;;32,23333333;217;Grupo 2
9472;2;LICEO POLITECNICO SAN LUIS;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;3;2;2;1;228;224;9472-2;62;2454;0;0;1;44;1;44;81;3276;85;542;784;1326;841;841;264;264;1105;GRATUITO;GRATUITO;-33,50924829;-70,65673034;100;16467;7341;2033;5252;4;2292,15362;6;0;31;3;29;0;12;Zona Centro;0,139196795;0,000182183;0,000364365;2,243154884;49,74413186;8183,470144;39,58064516;;44;44;40,44444444;224;Grupo 3
9474;9;INSTIT.POLIT.SAN MIGUEL ARCANGEL;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;3;2;2;1;237;236;9474-9;22;837;0;0;0;0;0;0;25;960;77,36031746;1;354;355;202;202;105;105;307;GRATUITO;GRATUITO;-33,4873673;-70,65023579;100;3737;1732;292;1440;0;27464,77587;0;0;3;4;0;0;3;Zona Centro;7,349418215;0,001070377;0;2,157621247;160,8998589;7030,036495;38,04545455;;;;38,4;236;Grupo 2
9484;6;COLEGIO SANTA ROSA;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;3;2;4;1;256;252;9484-6;41;1427;3;132;1;44;0;0;52;1881;5,599470046;2;1070;1072;299;299;358;0;299;$1.000 A $10.000;$25.001 A $50.000;-33,49400058;-70,64931386;100;7851;2960;1189;1643;11;2465,250515;3;0;10;1;96;0;3;Zona Centro;0,314004651;0,000127372;0,000382117;2,652364865;472,159399;7300,620669;34,80487805;44;44;;36,17307692;252;Grupo 2
9486;2;COLEGIO ESPIRITU SANTO DEL VERBO DIVINO;13;METROPOLITANA DE SANTIAGO;13129;SAN JOAQUIN;3;2;2;1;241;230;9486-2;41;1495;5;198;1;44;0;0;52;1948;90,23432584;550;465;1015;493;493;262;262;755;GRATUITO;GRATUITO;-33,49274999;-70,61910581;100;746;272;21;250;0;5190,109249;2;0;2;0;0;0;0;Zona Centro;6,957251004;0;0,002680965;2,742647059;218,5097489;7396,579108;36,46341463;39,6;44;;37,46153846;230;Grupo 2
9487;0;ESCUELA INDUSTRIAL PART. LAUTARO;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;3;2;2;1;192;218;9487-0;10;236;1;44;1;44;0;0;15;423;80,84615385;179;0;179;114;114;48;48;162;GRATUITO;GRATUITO;-33,49915231;-70,65495208;100;9120;3729;914;2790;6;2721,357688;8;0;14;0;11;0;17;Zona Centro;0,298394483;0;0,000877193;2,445695897;304,3423169;7613,998425;23,6;44;44;;28,2;218;Grupo 2
9489;7;LICEO COMERCIAL JAVIERA Y J L CARRERA N1;13;METROPOLITANA DE SANTIAGO;13130;SAN MIGUEL;3;2;2;1;227;233;9489-7;20;648;0;0;1;44;0;0;24;824;90,63648842;156;130;286;166;166;79;0;166;$10.001 A $25.000;$25.001 A $50.000;-33,51601295;-70,63772036;100;5636;1755;1640;2;51;623,739146;4;0;18;0;44;0;6;Zona Centro;0,110670537;0;0,000709723;3,211396011;1885,427694;8454,154618;32,4;;44;;34,33333333;233;Grupo 2
9500;1;COLEGIO PART. NUESTRA SRA DEL HUERTO;13;METROPOLITANA DE SANTIAGO;13129;SAN JOAQUIN;3;2;4;1;278;277;9500-1;24;765;0;0;1;40;0;0;29;955;94,44739031;183;222;405;100;0;140;0;0;GRATUITO;$50.001 A $100.000;-33,47219384;-70,62537056;100;2912;1355;728;624;0;15219,56356;2;0;6;0;0;0;2;Zona Centro;5,226498475;0;0,000686813;2,149077491;579,9325628;6687,45981;31,875;;40;;32,93103448;277;Grupo 2
9502;8;COLEGIO POLIV.ADVENTISTA SANTIAGO SUR;13;METROPOLITANA DE SANTIAGO;13129;SAN JOAQUIN;3;2;2;1;247;241;9502-8;35;1300;1;44;1;44;2;88;44;1690;76,53248974;346;365;711;429;429;214;214;643;GRATUITO;GRATUITO;-33,49666507;-70,62856671;100;2371;730;564;147;2;16460,63596;1;0;8;0;14;0;3;Zona Centro;6,942486699;0;0,000421763;3,247945205;1196,742585;7437,937131;37,14285714;44;44;44;38,40909091;241;Grupo 2
